t,x_1,x_2,x_3,u_1,u_2,u_3
0.53,-6.282810536262545,-9.864341981523605,17.413005405731127,0.0,0.0,0.0
0.5325,-6.252557954620804,-9.91823091207858,17.75293619308364,0.0,0.0,0.0
0.535,-6.361054633684559,-10.000957947428441,17.602602821324698,0.0,0.0,0.0
0.5375,-6.572462620292098,-10.123203936082215,17.69126994107693,0.0,0.0,0.0
0.54,-6.628318183370908,-10.388624004404425,17.871218878711645,0.0,0.0,0.0
0.5425,-6.877209429697081,-10.454516446554956,17.970347652037443,0.0,0.0,0.0
0.545,-6.8531631793024115,-10.800114409965959,17.965685428919063,0.0,0.0,0.0
0.5475,-7.034866984009362,-10.592324342309146,18.08801810414012,0.0,0.0,0.0
0.55,-6.967563649573806,-10.922327947077207,18.072586323710723,0.0,0.0,0.0
0.5525,-7.161448540745613,-10.888677879791272,18.050753114992226,0.0,0.0,0.0
0.555,-7.082391583960918,-11.080042603925694,18.364176094333924,0.0,0.0,0.0
0.5575,-7.293716291001965,-11.487282774946717,18.29829446848601,0.0,0.0,0.0
0.56,-7.445322984897485,-11.302059005716593,18.316427985263765,0.0,0.0,0.0
0.5625,-7.5097679593226525,-11.693985769363442,18.44263490464419,0.0,0.0,0.0
0.5650000000000001,-7.743605668234186,-11.834674258811535,18.619998266938886,0.0,0.0,0.0
0.5675,-7.668469227300779,-11.941953261459885,18.71690838864291,0.0,0.0,0.0
0.5700000000000001,-7.946231491664776,-12.153046916224035,18.868098082848444,0.0,0.0,0.0
0.5725,-8.076108082729402,-12.476729567185862,18.952708397497265,0.0,0.0,0.0
0.5750000000000001,-8.188515761715012,-12.404846396243485,18.95253586012454,0.0,0.0,0.0
0.5775,-8.097742481194498,-12.6567213707286,18.97018419233103,0.0,0.0,0.0
0.58,-8.111065987779082,-12.665088995234653,19.279645160145904,0.0,0.0,0.0
0.5825,-8.486726412401389,-12.876311839853484,19.39406770629374,0.0,0.0,0.0
0.585,-8.542937122822211,-13.042655741856333,19.505066451945094,0.0,0.0,0.0
0.5875,-8.58534633042756,-13.312185112258671,19.740614725921834,0.0,0.0,0.0
0.59,-8.69658976979101,-13.127116599969334,20.0121340810476,0.0,0.0,0.0
0.5925,-8.801050377365817,-13.539312341662052,20.02823801239505,0.0,0.0,0.0
0.595,-9.06273110784491,-13.43856190275374,20.262497260905445,0.0,0.0,0.0
0.5975,-9.007211351436252,-13.70074046353703,20.521215932426465,0.0,0.0,0.0
0.6,-9.216477487438222,-13.848086801179518,20.598213534173443,0.0,0.0,0.0
0.6025,-9.257623589152919,-13.861237066659223,20.629839832013264,0.0,0.0,0.0
0.605,-9.513142713414082,-14.209899832528956,20.972393502423003,0.0,0.0,0.0
0.6075,-9.438841197737013,-14.225261693064166,21.277420906186983,0.0,0.0,0.0
0.61,-9.681455128735449,-14.534065371185111,21.267102578112294,0.0,0.0,0.0
0.6125,-9.724927854598757,-14.663943313409955,21.6336467729356,0.0,0.0,0.0
0.615,-9.733673972689985,-14.824934287293452,21.848871049772146,0.0,0.0,0.0
0.6175,-10.02496498953901,-14.557015667889933,22.086259679687636,0.0,0.0,0.0
0.62,-10.152473009570535,-14.894570165172842,22.346504256443254,0.0,0.0,0.0
0.6225,-10.125281964325186,-14.970693999152203,22.60560618523698,0.0,0.0,0.0
0.625,-10.402750812998525,-15.07804170096995,22.51055147472594,0.0,0.0,0.0
0.6275000000000001,-10.421751570294745,-15.223107769957545,22.698744597828625,0.0,0.0,0.0
0.63,-10.636445891758221,-15.217683730086836,23.064860401652776,0.0,0.0,0.0
0.6325000000000001,-10.756181883267896,-15.481282549617472,23.367328546811745,0.0,0.0,0.0
0.635,-10.747984966127236,-15.322859846061528,23.459294148998982,0.0,0.0,0.0
0.6375000000000001,-10.898916406300014,-15.613662171866137,23.84315585554006,0.0,0.0,0.0
0.64,-11.341560052555124,-15.433620472405204,24.076151931372696,0.0,0.0,0.0
0.6425,-11.17713397447707,-15.52289692760374,24.424036899885,0.0,0.0,0.0
0.645,-11.254827943476695,-15.860838954942961,24.88511675177944,0.0,0.0,0.0
0.6475,-11.288917257581149,-15.665404716785936,25.066408922709265,0.0,0.0,0.0
0.65,-11.47635036958069,-15.708439883789099,25.228576600731557,0.0,0.0,0.0
0.6525,-11.647858389854004,-15.72324963443383,25.703306230155505,0.0,0.0,0.0
0.655,-11.940023725945634,-15.867457345625159,25.719102009418602,0.0,0.0,0.0
