t,s,phi1,Ds,Dphi,u,DDs,DDphi
5.11733333333333,0.206193731023759,-1.16556804310315,-0.0658474745867089,-1.44336345108333,-14.386893032528,-9.47122114600199,41.9265512473177
5.11866666666667,0.206095798820722,-1.16745472116383,-0.078557749701866,-1.3874266031984,-14.8713034934592,-9.65576210962903,42.1232031061102
5.12,0.205980932825888,-1.16926680133534,-0.0915167441622395,-1.33122042586416,-15.3544197247293,-9.83878391874389,42.3168972908629
5.12133333333333,0.205848821909164,-1.1710039346,-0.104722902620492,-1.27474786597548,-15.8359807641492,-10.0201702923127,42.5076554044018
5.12266666666667,0.20569915471959,-1.17266577405583,-0.118174446865561,-1.21801200403265,-16.3157378468975,-10.1998131116661,42.6955102068076
5.124,0.205531619685337,-1.1742519749165,-0.131869375822661,-1.16101605414142,-16.7934472182704,-10.3776081824977,42.8804997505615
5.12533333333333,0.205345905013712,-1.17576219451139,-0.145805465553288,-1.10376336401292,-17.2688758594761,-10.5534585476358,43.0626711525896
5.12666666666667,0.205141698691154,-1.17719609228552,-0.159980269255187,-1.04625741496387,-17.7418092374357,-10.7272789753862,43.2420857646477
5.128,0.204918688483235,-1.17855332979963,-0.174391117262407,-0.988501821916274,-18.2120521411144,-10.8989964077835,43.4188192090177
5.12933333333333,0.204676561934662,-1.17983357073009,-0.189035117045261,-0.930500333397644,-18.6794243595412,-11.0685474029609,43.592957698995
5.13066666666667,0.204415006369272,-1.18103648086899,-0.203909153210339,-0.872256831540922,-19.1437549176068,-11.2358747445861,43.7645934216778
5.132,0.204133708890038,-1.18216172812406,-0.219009887500504,-0.813775332084488,-19.6048711544883,-11.4009210532467,43.9338163099201
5.13333333333333,0.203832356379066,-1.18320898251874,-0.234333758794905,-0.755059984372127,-20.0625767347376,-11.5636159595397,44.1006980045198
5.13466666666667,0.203510635497593,-1.18417791619213,-0.249876983108939,-0.696115071353179,-20.5166277520846,-11.7238621835716,44.2652746933366
5.136,0.203168232685992,-1.185068203399,-0.265635553594303,-0.63694500958231,-20.9667293574467,-11.8815335836523,44.4275448451518
5.13733333333333,0.202804834163768,-1.18587952050981,-0.281605240538963,-0.577554349219662,-21.4125583280628,-12.0364883070713,44.5874854065108
5.13866666666667,0.202420125929558,-1.18661154601069,-0.297781591367159,-0.517947774030818,-21.8537894003043,-12.1885841100681,44.7450703754005
5.14,0.202013793761134,-1.18726396050347,-0.314159930639407,-0.458130101386804,-22.2901090574587,-12.3376863550275,44.9002801796249
5.14133333333333,0.2015855232154,-1.18783644670561,-0.330735360052508,-0.39810628226404,-22.7212245721836,-12.4836732383248,45.053107586428
5.14266666666667,0.201134999628396,-1.18832868945029,-0.347502758439505,-0.337881401244513,-23.1468754984393,-12.6264424419782,45.2035653273539
5.144,0.20066190811529,-1.18874037568635,-0.364456781769751,-0.277460676515525,-23.5668403009981,-12.7659149547109,45.3516902695727
5.14533333333333,0.200165933570389,-1.18907119447831,-0.381591863148861,-0.21684945986986,-23.9809315343634,-12.9020322326444,45.4975395260397
5.14666666666667,0.199646760667129,-1.18932083700636,-0.398902212818726,-0.156053236705745,-24.3889838683481,-13.0347492045115,45.641181607888
5.148,0.19910407385808,-1.18948899656637,-0.416381818157514,-0.0950776260268427,-24.7908420913587,-13.1640272708585,45.782687666347
5.14933333333333,0.198537557374948,-1.18957536856991,-0.434024443679665,-0.0339283804422585,-25.1863479087053,-13.2898266062147,45.922121948342
5.15066666666667,0.197947055014601,-1.18957994901143,-0.451824118049752,0.0273844524443596,-25.5753216073309,-13.4120909779221,46.0595153512665
5.152,0.197332763837773,-1.1895032975581,-0.469776873644176,0.0888468114493239,-25.9575467571743,-13.530726938658,46.1948316952863
5.15333333333333,0.196694489214096,-1.18934513507004,-0.487878624178148,0.150460357568852,-26.3327714444331,-13.6456249282657,46.328029914162
5.15466666666667,0.196032014756794,-1.18910513225992,-0.50612516866937,0.212227406994113,-26.7007268023034,-13.7566660730389,46.4590527297087
5.156,0.195345131861805,-1.18878296800239,-0.524512245267983,0.274149989505121,-27.06115532327,-13.8637379945568,46.5878440330525
5.15733333333333,0.194633639707779,-1.18837832933404,-0.543035531256577,0.336229848470774,-27.4138415476202,-13.966752632086,46.7143702878005
5.15866666666667,0.193897345256081,-1.18789091145341,-0.561690643050144,0.39846844084869,-27.7586301376115,-14.0656567350531,46.8386331668261
5.16,0.193136063250788,-1.18732041772103,-0.580473136196151,0.460866937185458,-28.0954185049309,-14.160427555186,46.9606642944077
5.16133333333333,0.192349616218689,-1.18666655965934,-0.59937850537449,0.523426221616466,-28.424137630538,-14.2510616684456,47.0805116567111
5.16266666666667,0.191537834469289,-1.18592905695278,-0.61840218439749,0.586146891865949,-28.744744286012,-14.3375704331801,47.1982341225193
5.164,0.190700556094804,-1.18510763744773,-0.63753954620992,0.649029259246984,-29.0572235780162,-14.4199814608224,47.3139033642837
5.16533333333333,0.189837626970162,-1.18420203715252,-0.656785902888986,0.712073348661495,-29.3615907258141,-14.4983396450666,47.427605318762
5.16666666666667,0.188948900753006,-1.18321200023744,-0.676136505644344,0.775278898600289,-29.6578907590106,-14.5727069844481,47.5394402411554
5.168,0.188034238883693,-1.18213727903475,-0.695586544818051,0.838645361142892,-29.9461914667551,-14.6431584752245,47.6495179587927
5.16933333333333,0.187093510585291,-1.18097763403865,-0.715131149884639,0.902171901957801,-30.226566583566,-14.7097723090444,47.7579460345895
5.17066666666667,0.186126592863583,-1.1797328339053,-0.734765389451066,0.965857400302315,-30.4990802590666,-14.7726208050388,47.8648186775542
5.172,0.185133370507062,-1.17840265545284,-0.754484271256727,1.02970044902258,-30.7637819613737,-14.8317674119865,47.9702130362069
5.17333333333333,0.184113736086937,-1.17698688366134,-0.774282742173469,1.09369935455362,-31.0207090677764,-14.8872681882121,48.074191010945
5.17466666666667,0.183067589957131,-1.17548531167282,-0.794155688205538,1.15785213691918,-31.269889811128,-14.9391734887508,48.1768013367688
5.176,0.181994840254276,-1.1738977407913,-0.814097934489656,1.22215652973198,-31.511343042287,-14.9875277935518,48.2780793409503
5.17733333333333,0.180895402897721,-1.17222398048271,-0.83410424529497,1.28660998019354,-31.7450758556409,-15.0323682839444,48.3780450891662
5.17866666666667,0.179769201589525,-1.17046384837496,-0.854169324023065,1.35120964909423,-31.9710742055501,-15.0737193153441,48.4766962403108
5.18,0.178616167814464,-1.16861717025792,-0.874287813207965,1.41595241081325,-32.1892807046073,-15.1115793749897,48.5739910791993
5.18133333333333,0.177436240840023,-1.16668378008341,-0.894454294516131,1.48083485331865,-32.3995706774174,-15.1459069761605,48.6698296816567
5.18266666666667,0.176229367716403,-1.1646635199652,-0.914663288746476,1.54585327816737,-32.6017464146941,-15.1766171545714,48.7640481577066
5.184,0.174995503276516,-1.16255624017903,-0.934909255830309,1.61100370050507,-32.7955541107108,-15.2035912246983,48.8564298147194
5.18533333333333,0.17373461013599,-1.1603617991626,-0.955186594831419,1.67628184906636,-32.9807080927322,-15.2266908251098,48.9467221352741
5.18666666666667,0.172446658693162,-1.15808006351555,-0.97548964394602,1.74168316617469,-33.1569088612704,-15.245768369574,49.0346494947042
5.188,0.171131627129087,-1.15571090799948,-0.99581268050276,1.80720280774233,-33.3238568086119,-15.2606749914479,49.1199229490495
5.18933333333333,0.169789501407527,-1.15325421553797,-1.01614992096274,1.87283564327042,-33.4812639122758,-15.271267324032,49.202248800365
5.19066666666667,0.168420275274964,-1.15070987721652,-1.03649552091947,1.93857625584886,-33.6288616087782,-15.2774120614,49.2813345135962
5.192,0.167023950260589,-1.14807779228262,-1.05684357509892,2.00441894215647,-33.7664079297986,-15.2789901047546,49.3568943194846
5.19333333333333,0.165600535676306,-1.14535786814571,-1.07718811735949,2.07035771246092,-33.8936914636989,-15.2758988611337,49.4286525714416
5.19466666666667,0.164150048616733,-1.14255002037717,-1.09752312069202,2.1363862906187,-34.0105230936319,-15.268047360126,49.4963375311131
5.196,0.162672513959202,-1.13965417271035,-1.1178424972198,2.20249811407514,-34.1167182079591,-15.2553457401672,49.5596672812113
5.19733333333333,0.161167964363756,-1.13667025704056,-1.13814009819854,2.26868633386443,-34.2120801404347,-15.2376954139532,49.6183360638402
5.19866666666667,0.159636440273152,-1.13359821342505,-1.1584097140164,2.33494381460963,-34.2963917466313,-15.214983986715,49.6720066693466
5.2,0.158077989912862,-1.13043799008306,-1.17864507419395,2.40126313452252,-34.369423555794,-15.187089934214,49.7203161105493
5.20133333333333,0.156492669291069,-1.12718954339574,-1.19883984738424,2.46763658540387,-34.4309603746221,-15.1538982063934,49.7628968476363
5.20266666666667,0.15488054219867,-1.12385283790625,-1.21898764137274,2.53405617264323,-34.4808269171423,-15.1153153346739,49.7993982083348
5.204,0.153241680209274,-1.12042784631967,-1.23908200307734,2.600513615219,-34.518894876677,-15.0712736354099,49.8294932440276
5.20533333333333,0.151576162679203,-1.11691454950304,-1.25911641854841,2.66700034569847,-34.5450795602859,-15.0217292592733,49.8528771164504
5.20666666666667,0.149884076747495,-1.11331293648537,-1.2790843129687,2.73350751023765,-34.5593366374297,-14.9666603080634,49.8692655606656
5.208,0.148165517335899,-1.10962300445763,-1.29897905065345,2.80002596858151,-34.5616544368196,-14.9060623064532,49.8783894739963
5.20933333333333,0.146420587148876,-1.10584475877273,-1.31879393505031,2.86654629406383,-34.5520419856096,-14.8399411238102,49.8799855553659
5.21066666666667,0.144649396673601,-1.10197821294554,-1.33852220873938,2.93305877360723,-34.5305234981802,-14.7683096978608,49.8737921489991
5.212,0.142852064179964,-1.0980233886529,-1.35815705343319,2.99955340772319,-34.4971440007016,-14.6911913784345,49.8595547570563
5.21333333333333,0.141028715720566,-1.0939803157336,-1.37769158997672,3.066019910512,-34.4519812389213,-14.608627047721,49.8370374843099
5.21466666666667,0.139179485130719,-1.08984903218839,-1.39711887834738,3.13244770966288,-34.3951533231107,-14.5206797514324,49.8060312749682
5.216,0.137304514028456,-1.08562958417996,-1.416431917655,3.19882594645372,-34.3268121295939,-14.4274308557424,49.7663496409445
5.21733333333333,0.135403951814514,-1.08132202603299,-1.43562364614188,3.26514347575143,-34.2471268203678,-14.3289702708449,49.7178150685548
5.21866666666667,0.133477955672348,-1.07692642023408,-1.45468694118274,3.33138886601167,-34.1562721934835,-14.2253895068175,49.6602491371661
5.22,0.131526690568125,-1.07244283743182,-1.47361461928474,3.397550399279,-34.0544280532998,-14.1167812974006,49.593472393191
5.22133333333333,0.129550329250725,-1.06787135643673,-1.49239943608749,3.46361607118682,-33.9417853170987,-14.0032432743739,49.5173105839356
5.22266666666667,0.127549052251742,-1.06321206422131,-1.51103408636301,3.52957359095726,-33.8185498897359,-13.8848803328136,49.4315991134016
5.224,0.125523047885483,-1.05846505591999,-1.52951120401578,3.59541038140144,-33.6849361504132,-13.7618007597382,49.3361777185014
5.22533333333333,0.123472512248966,-1.05363043482919,-1.54782336208271,3.66111357891927,-33.5411547717351,-13.6341089138593,49.2308792795064
5.22666666666667,0.121397649221925,-1.04870831240726,-1.56596307273316,3.72667003349948,-33.3874058359024,-13.5019010478331,49.1155231517516
5.228,0.119298670466805,-1.04369880827452,-1.58392278726892,3.79206630871969,-33.2238761740905,-13.3652636513419,48.9899122758976
